重庆,渝北,大竹林,2012/12,7186
重庆,渝北,大竹林,2012/11,7247
重庆,渝北,大竹林,2012/10,7352
重庆,渝北,大竹林,2012/9,7212
重庆,渝北,大竹林,2012/8,7215
重庆,渝北,大竹林,2012/7,7237
重庆,渝北,大竹林,2012/6,7237
重庆,渝北,大竹林,2012/5,7327
重庆,渝北,大竹林,2012/4,7375
重庆,渝北,大竹林,2012/3,7347
重庆,渝北,大竹林,2012/2,7317
重庆,渝北,大竹林,2012/1,7358
重庆,渝北,回兴,2012/12,6045
重庆,渝北,回兴,2012/11,5985
重庆,渝北,回兴,2012/10,5967
重庆,渝北,回兴,2012/9,5963
重庆,渝北,回兴,2012/8,5906
重庆,渝北,回兴,2012/7,5901
重庆,渝北,回兴,2012/6,5931
重庆,渝北,回兴,2012/5,5986
重庆,渝北,回兴,2012/4,5994
重庆,渝北,回兴,2012/3,6016
重庆,渝北,回兴,2012/2,6049
重庆,渝北,回兴,2012/1,6103
重庆,渝北,黄泥磅,2012/12,9638
重庆,渝北,黄泥磅,2012/11,9499
重庆,渝北,花卉园,2012/12,6299
重庆,渝北,花卉园,2012/11,6465
重庆,渝北,花卉园,2012/10,6514
重庆,渝北,花卉园,2012/9,6389
重庆,渝北,花卉园,2012/8,6224
重庆,渝北,花卉园,2012/7,6115
重庆,渝北,花卉园,2012/6,6087
重庆,渝北,花卉园,2012/5,6098
重庆,渝北,花卉园,2012/4,6110
重庆,渝北,花卉园,2012/3,6064
重庆,渝北,花卉园,2012/2,6042
重庆,渝北,花卉园,2012/1,6075
重庆,渝北,两路,2012/12,6067
重庆,渝北,两路,2012/11,6081
重庆,渝北,两路,2012/10,6013
重庆,渝北,两路,2012/9,6035
重庆,渝北,两路,2012/8,5945
重庆,渝北,两路,2012/7,5953
重庆,渝北,两路,2012/6,5915
重庆,渝北,两路,2012/5,6057
重庆,渝北,两路,2012/4,6168
重庆,渝北,两路,2012/3,6050
重庆,渝北,两路,2012/2,6021
重庆,渝北,两路,2012/1,6072
重庆,渝北,龙头寺,2012/12,7241
重庆,渝北,龙头寺,2012/11,7295
重庆,渝北,龙头寺,2012/10,7314
重庆,渝北,龙头寺,2012/9,7316
重庆,渝北,龙头寺,2012/8,7225
重庆,渝北,龙头寺,2012/7,7219
重庆,渝北,龙头寺,2012/6,7104
重庆,渝北,龙头寺,2012/5,7147
重庆,渝北,龙头寺,2012/4,7164
重庆,渝北,龙头寺,2012/3,7349
重庆,渝北,龙头寺,2012/2,7304
重庆,渝北,龙头寺,2012/1,7339
重庆,渝北,龙溪镇,2012/12,6483
重庆,渝北,龙溪镇,2012/11,6532
重庆,渝北,龙溪镇,2012/10,6486
重庆,渝北,龙溪镇,2012/9,6449
重庆,渝北,龙溪镇,2012/8,6480
重庆,渝北,龙溪镇,2012/7,6411
重庆,渝北,龙溪镇,2012/6,6466
重庆,渝北,龙溪镇,2012/5,6499
重庆,渝北,龙溪镇,2012/4,6534
重庆,渝北,龙溪镇,2012/3,6563
重庆,渝北,龙溪镇,2012/2,6460
重庆,渝北,龙溪镇,2012/1,6465
重庆,渝北,汽博中心,2012/12,7537
重庆,渝北,汽博中心,2012/11,7544
重庆,渝北,汽博中心,2012/10,6653
重庆,渝北,汽博中心,2012/9,6567
重庆,渝北,汽博中心,2012/8,6986
重庆,渝北,汽博中心,2012/7,7441
重庆,渝北,汽博中心,2012/6,7579
重庆,渝北,汽博中心,2012/5,7174
重庆,渝北,汽博中心,2012/4,7436
重庆,渝北,汽博中心,2012/3,7006
重庆,渝北,汽博中心,2012/2,7127
重庆,渝北,汽博中心,2012/1,7621
重庆,渝北,冉家坝,2012/12,7141
重庆,渝北,冉家坝,2012/11,7007
重庆,渝北,冉家坝,2012/10,6907
重庆,渝北,冉家坝,2012/9,6994
重庆,渝北,冉家坝,2012/8,7095
重庆,渝北,冉家坝,2012/7,7092
重庆,渝北,冉家坝,2012/6,7081
重庆,渝北,冉家坝,2012/5,6913
重庆,渝北,冉家坝,2012/4,6977
重庆,渝北,冉家坝,2012/3,6983
重庆,渝北,冉家坝,2012/2,7060
重庆,渝北,冉家坝,2012/1,7146
重庆,渝北,人和,2012/11,5209
重庆,渝北,人和,2012/10,7142
重庆,渝北,人和,2012/9,3385
重庆,渝北,新牌坊,2012/12,4615
重庆,渝北,新牌坊,2012/11,4691
重庆,渝北,新牌坊,2012/10,4817
重庆,南岸,茶园,2012/12,6691
重庆,南岸,茶园,2012/11,6704
重庆,南岸,茶园,2012/10,6834
重庆,南岸,茶园,2012/9,6694
重庆,南岸,茶园,2012/8,6719
重庆,南岸,茶园,2012/7,6634
重庆,南岸,茶园,2012/6,6707
重庆,南岸,茶园,2012/5,6639
重庆,南岸,茶园,2012/4,6484
重庆,南岸,茶园,2012/3,6492
重庆,南岸,茶园,2012/2,6474
重庆,南岸,茶园,2012/1,6509
重庆,南岸,弹子石,2012/12,7255
重庆,南岸,弹子石,2012/11,7230
重庆,南岸,弹子石,2012/10,7167
重庆,南岸,弹子石,2012/9,7077
重庆,南岸,弹子石,2012/8,7026
重庆,南岸,弹子石,2012/7,7141
重庆,南岸,弹子石,2012/6,7037
重庆,南岸,弹子石,2012/5,7178
重庆,南岸,弹子石,2012/4,7025
重庆,南岸,弹子石,2012/3,6752
重庆,南岸,弹子石,2012/2,6667
重庆,南岸,弹子石,2012/1,6728
重庆,南岸,黄桷垭,2012/12,7406
重庆,南岸,黄桷垭,2012/11,6789
重庆,南岸,黄桷垭,2012/10,7064
重庆,南岸,黄桷垭,2012/9,6973
重庆,南岸,黄桷垭,2012/8,8082
重庆,南岸,黄桷垭,2012/7,7456
重庆,南岸,黄桷垭,2012/6,7300
重庆,南岸,黄桷垭,2012/5,7628
重庆,南岸,黄桷垭,2012/4,7616
重庆,南岸,黄桷垭,2012/3,7429
重庆,南岸,黄桷垭,2012/2,7825
重庆,南岸,黄桷垭,2012/1,8526
重庆,南岸,经开区,2012/12,7042
重庆,南岸,经开区,2012/11,7040
重庆,南岸,经开区,2012/10,6883
重庆,南岸,经开区,2012/9,6859
重庆,南岸,经开区,2012/8,6848
重庆,南岸,经开区,2012/7,6687
重庆,南岸,经开区,2012/6,6644
重庆,南岸,经开区,2012/5,6696
重庆,南岸,经开区,2012/4,6666
重庆,南岸,经开区,2012/3,6757
重庆,南岸,经开区,2012/2,6735
重庆,南岸,经开区,2012/1,6788
重庆,南岸,南坪,2012/12,6779
重庆,南岸,南坪,2012/11,6799
重庆,南岸,南坪,2012/10,6783
重庆,南岸,南坪,2012/9,6675
重庆,南岸,南坪,2012/8,6606
重庆,南岸,南坪,2012/7,6594
重庆,南岸,南坪,2012/6,6513
重庆,南岸,南坪,2012/5,6441
重庆,南岸,南坪,2012/4,6428
重庆,南岸,南坪,2012/3,6592
重庆,南岸,南坪,2012/2,6552
重庆,南岸,南坪,2012/1,6608
重庆,南岸,南坪东路,2012/12,6551
重庆,南岸,南坪东路,2012/11,6581
重庆,南岸,南坪东路,2012/10,6435
重庆,南岸,南坪东路,2012/9,6417
重庆,南岸,南坪东路,2012/8,6362
重庆,南岸,南坪东路,2012/7,6563
重庆,南岸,南坪东路,2012/6,6410
重庆,南岸,南坪东路,2012/5,6244
重庆,南岸,南坪东路,2012/4,6162
重庆,南岸,南坪东路,2012/3,6226
重庆,南岸,南坪东路,2012/2,6265
重庆,南岸,南坪东路,2012/1,6210
重庆,南岸,四公里,2012/12,7527
重庆,南岸,四公里,2012/11,7634
重庆,南岸,四公里,2012/10,7616
重庆,南岸,四公里,2012/9,7534
重庆,南岸,四公里,2012/8,7402
重庆,南岸,四公里,2012/7,7341
重庆,南岸,四公里,2012/6,7075
重庆,南岸,四公里,2012/5,6974
重庆,南岸,四公里,2012/4,7046
重庆,南岸,四公里,2012/3,7292
重庆,南岸,四公里,2012/2,7363
重庆,南岸,四公里,2012/1,7417
重庆,南岸,上新街,2012/12,7164
重庆,南岸,上新街,2012/11,7035
重庆,南岸,上新街,2012/10,6796
重庆,南岸,上新街,2012/9,6586
重庆,南岸,上新街,2012/8,6702
重庆,南岸,上新街,2012/7,6733
重庆,南岸,上新街,2012/6,6696
重庆,南岸,上新街,2012/5,6734
重庆,南岸,上新街,2012/4,6482
重庆,南岸,上新街,2012/3,6410
重庆,南岸,上新街,2012/2,6493
